Datetime,Open,High,Low,Close,Adj Close,Volume
2021-10-27 09:15:00+05:30,4245.100098,4330.149902,4234.350098,4276.149902,4276.149902,289995
2021-10-27 09:20:00+05:30,4280,4284.5,4220.350098,4234.5,4234.5,218172
2021-10-27 09:25:00+05:30,4233,4233,4124.600098,4203.75,4203.75,323394
2021-10-27 09:30:00+05:30,4204.25,4220,4190.100098,4200.799805,4200.799805,85538
2021-10-27 09:35:00+05:30,4198.850098,4199.600098,4165.75,4185.5,4185.5,104680
2021-10-27 09:40:00+05:30,4183.25,4209.700195,4173.600098,4186.950195,4186.950195,117941
2021-10-27 09:45:00+05:30,4181.149902,4200,4181.149902,4198,4198,53548
2021-10-27 09:50:00+05:30,4198,4206,4188,4188.700195,4188.700195,56088
2021-10-27 09:55:00+05:30,4187.200195,4196.799805,4180,4186.600098,4186.600098,39173
2021-10-27 10:00:00+05:30,4188.600098,4189.100098,4155.100098,4166,4166,87273
2021-10-27 10:05:00+05:30,4165,4178.899902,4162.149902,4172.850098,4172.850098,42671
2021-10-27 10:10:00+05:30,4171.5,4172.899902,4157.799805,4158.399902,4158.399902,56857
2021-10-27 10:15:00+05:30,4160.399902,4164.299805,4135.299805,4135.799805,4135.799805,92982
2021-10-27 10:20:00+05:30,4137.649902,4160,4115,4155.600098,4155.600098,129713
2021-10-27 10:25:00+05:30,4155.75,4156.100098,4140.049805,4148,4148,40703
2021-10-27 10:30:00+05:30,4149,4150,4127.350098,4131,4131,51203
2021-10-27 10:35:00+05:30,4131.450195,4143.899902,4122.950195,4135.100098,4135.100098,51090
2021-10-27 10:40:00+05:30,4136,4156.75,4135,4154.950195,4154.950195,48854
2021-10-27 10:45:00+05:30,4152.450195,4154.649902,4137.25,4143,4143,25608
2021-10-27 11:00:00+05:30,4165,4166.600098,4157,4164.799805,4164.799805,121302
2021-10-27 11:05:00+05:30,4164.649902,4170,4160.100098,4164,4164,20292
2021-10-27 11:10:00+05:30,4164,4168.899902,4161.200195,4164.799805,4164.799805,10860
2021-10-27 11:15:00+05:30,4163.149902,4164.25,4154,4157,4157,23769
2021-10-27 11:20:00+05:30,4157.649902,4162,4156,4161.649902,4161.649902,13025
2021-10-27 11:25:00+05:30,4161.850098,4162,4136.100098,4138,4138,47115
2021-10-27 11:30:00+05:30,4139.950195,4140,4120,4126,4126,81605
2021-10-27 11:35:00+05:30,4126.049805,4143.799805,4116,4140.899902,4140.899902,57977
2021-10-27 11:40:00+05:30,4141.299805,4143,4124.899902,4126.450195,4126.450195,37708
2021-10-27 11:45:00+05:30,4123.450195,4140.399902,4123.200195,4137.399902,4137.399902,23269
2021-10-27 11:50:00+05:30,4137.350098,4137.350098,4120.75,4120.75,4120.75,28954
2021-10-27 11:55:00+05:30,4121.100098,4126.950195,4115,4117,4117,66390
2021-10-27 12:00:00+05:30,4117.950195,4124,4105.149902,4109.75,4109.75,82935
2021-10-27 12:05:00+05:30,4109.950195,4113.75,4074.699951,4084.800049,4084.800049,194209
2021-10-27 12:10:00+05:30,4084.850098,4086.899902,4035,4050,4050,205416
2021-10-27 12:15:00+05:30,4050,4079,4049.899902,4062.199951,4062.199951,92374
2021-10-27 12:20:00+05:30,4062,4077.149902,4055.199951,4070,4070,51732
2021-10-27 12:25:00+05:30,4070,4083.300049,4062,4080.649902,4080.649902,36023
2021-10-27 12:30:00+05:30,4083.649902,4088.550049,4076.5,4077.850098,4077.850098,42399
2021-10-27 12:35:00+05:30,4079.800049,4086,4070.350098,4084.899902,4084.899902,25651
2021-10-27 12:40:00+05:30,4085.050049,4088.25,4077,4078.850098,4078.850098,24204
2021-10-27 12:45:00+05:30,4078.850098,4085,4072.25,4083,4083,24430
2021-10-27 12:50:00+05:30,4081.899902,4106,4081.199951,4094.350098,4094.350098,52551
2021-10-27 12:55:17+05:30,4094.949951,4094.949951,4094.949951,4094.949951,4094.949951,52651
